;Swap total ;Ram total;Quantidade de CPUs ;Quantidade de núcleos lógicos;Capacidade total do disco;Quantidade de partições do disco;Data e hora da captura
0;6.27;15.69;10;12;476.83;1;2025-11-21 09:53:38
