;Swap total ;Ram total;Quantidade de CPUs ;Quantidade de núcleos lógicos;Capacidade total do disco;Quantidade de partições do disco;Data e hora da captura
0;4.0;7.54;2;4;232.64;35;2025-10-22 22:49:20
