;fk_servidor;Swap total ;Ram total;Quantidade de CPUs ;Quantidade de núcleos lógicos;Capacidade total do disco;Quantidade de partições do disco;Uso das partições (%);Data e hora da captura
0;1;10.86;15.69;10;12;476.83;1;C:\: 18.8%;2025-11-26 22:28:42
